id,prediction
77999 ,2.296356 
78000 ,2.290641 
78001 ,2.249326 
78002 ,2.127950 
78003 ,2.414260 
78004 ,2.264849 
78006 ,2.578492 
78007 ,2.336806 
78008 ,2.429925 
78010 ,2.275418 
78011 ,2.446101 
78012 ,2.343680 
78013 ,2.414038 
78014 ,2.529919 
78015 ,2.260990 
78016 ,2.416933 
78018 ,2.658473 
78020 ,2.468300 
78023 ,2.617106 
78024 ,2.468289 
78025 ,2.779335 
78026 ,2.825989 
78030 ,2.823738 
78031 ,2.851089 
78032 ,2.517067 
78033 ,2.750712 
78036 ,2.205652 
78038 ,2.364123 
78039 ,2.824221 
78040 ,2.791179 
78042 ,2.883800 
78044 ,2.214981 
78047 ,2.377237 
78048 ,2.242336 
78050 ,2.231832 
78051 ,2.600891 
78052 ,2.499844 
78053 ,2.709075 
78054 ,2.260772 
78057 ,2.356742 
78058 ,2.316142 
78060 ,2.720638 
78061 ,2.505822 
78062 ,2.505822 
78063 ,2.479538 
78065 ,2.346159 
78067 ,2.476757 
78068 ,2.508175 
78069 ,2.403128 
78072 ,2.382523 
78073 ,2.312499 
78074 ,2.327091 
78078 ,2.382976 
78079 ,2.345765 
78080 ,2.524287 
78081 ,2.544775 
78082 ,2.670767 
78083 ,2.177967 
78085 ,2.430846 
78086 ,2.698138 
78089 ,2.371818 
78091 ,2.436695 
78092 ,2.674538 
78093 ,2.640730 
78095 ,2.209620 
78096 ,2.436949 
78098 ,2.773856 
78099 ,1.946232 
78100 ,2.057996 
78101 ,2.100816 
78104 ,2.531888 
78105 ,2.592469 
78106 ,2.423291 
78108 ,2.396514 
78109 ,2.328018 
78110 ,2.549947 
78111 ,2.286067 
78112 ,2.434332 
78113 ,2.567428 
78114 ,2.612218 
78118 ,2.348945 
78121 ,2.211218 
78127 ,2.362489 
78128 ,2.564870 
78129 ,2.457985 
78130 ,2.416130 
78131 ,2.587170 
78132 ,2.118419 
78134 ,2.531324 
78135 ,2.181282 
78136 ,2.288981 
78138 ,2.770066 
78139 ,2.383023 
78140 ,2.526511 
78141 ,2.224220 
78142 ,2.265953 
78143 ,2.278465 
78144 ,2.451185 
78146 ,2.290304 
78147 ,2.391322 
78148 ,2.376200 
78149 ,2.274962 
78151 ,2.295543 
78152 ,2.376200 
78153 ,2.321755 
78154 ,2.418871 
78155 ,2.235911 
78156 ,2.636618 
78158 ,2.674542 
78160 ,2.593081 
78161 ,3.045838 
78162 ,2.124219 
78163 ,2.565598 
78165 ,2.554827 
78169 ,2.689111 
78172 ,2.774077 
78175 ,2.557897 
78176 ,2.531193 
78178 ,2.512304 
78179 ,2.393627 
78180 ,2.474282 
78182 ,2.358017 
78183 ,2.526058 
78184 ,2.023673 
78185 ,2.543988 
78186 ,2.392198 
78187 ,2.528971 
78189 ,2.565444 
78190 ,2.405570 
78191 ,2.465909 
78192 ,2.552778 
78193 ,2.803007 
78194 ,2.375031 
78195 ,2.417891 
78197 ,2.452880 
78198 ,2.636621 
78199 ,2.442654 
78200 ,2.658021 
78202 ,2.307885 
78203 ,2.529200 
78204 ,2.501428 
78205 ,2.754946 
78208 ,2.828068 
78209 ,2.409141 
78210 ,2.365576 
78211 ,2.422827 
78212 ,2.276423 
78214 ,2.626365 
78217 ,2.337586 
78218 ,2.659184 
78219 ,2.659184 
78220 ,2.372344 
78224 ,2.661375 
78227 ,2.473987 
78228 ,2.875656 
78229 ,2.226559 
78230 ,2.267167 
78231 ,2.647296 
78232 ,2.357730 
78233 ,2.688067 
78235 ,2.275195 
78239 ,2.127458 
78240 ,2.394511 
78243 ,2.739878 
78245 ,2.566468 
78247 ,2.382262 
78248 ,2.656058 
78249 ,2.439511 
78250 ,2.415463 
78251 ,2.358817 
78253 ,2.460967 
78254 ,2.660480 
78255 ,2.537731 
78256 ,2.443701 
78257 ,2.386571 
78258 ,2.730149 
78259 ,2.563872 
78260 ,2.594868 
78261 ,2.604115 
78262 ,2.768711 
78264 ,2.143187 
78266 ,2.152981 
78267 ,2.242352 
78268 ,2.647608 
78269 ,2.483626 
78270 ,2.489193 
78271 ,2.426525 
78272 ,2.531790 
78273 ,2.699804 
78274 ,2.208386 
78276 ,2.360272 
78277 ,2.197132 
78278 ,2.320696 
78280 ,2.244930 
78281 ,2.483372 
78282 ,2.280606 
78283 ,2.342848 
78284 ,2.375208 
78286 ,2.375294 
78287 ,2.193958 
78289 ,2.303642 
78292 ,2.364851 
78293 ,2.649124 
78294 ,2.583753 
78296 ,1.639074 
78297 ,1.553348 
78299 ,1.631941 
78300 ,1.608289 
78301 ,2.281781 
78302 ,2.398774 
78303 ,2.191945 
78304 ,2.140904 
78305 ,2.284425 
78307 ,2.202803 
78308 ,2.408505 
78309 ,2.293603 
78312 ,2.193912 
78314 ,2.254683 
78315 ,2.192981 
78316 ,2.030442 
78317 ,2.473375 
78318 ,2.166916 
78319 ,2.248968 
78320 ,2.267792 
78321 ,2.449479 
78323 ,2.097284 
78324 ,2.581839 
78325 ,2.097016 
78326 ,2.320871 
78327 ,2.535350 
78328 ,2.698854 
78330 ,2.217270 
78331 ,2.673603 
78332 ,2.603922 
78335 ,2.561611 
78336 ,2.411096 
78340 ,2.462562 
78341 ,2.565913 
78342 ,2.483905 
78343 ,2.294564 
78346 ,2.273449 
78348 ,2.407793 
78350 ,2.622574 
78351 ,2.564695 
78353 ,2.287702 
78354 ,2.441524 
78355 ,2.464980 
78357 ,2.756161 
78358 ,2.468078 
78359 ,2.406578 
78360 ,2.497870 
78361 ,2.151478 
78363 ,2.438841 
78364 ,2.513713 
78367 ,2.551928 
78368 ,2.305440 
78371 ,2.253589 
78375 ,2.738139 
78377 ,2.293708 
78378 ,2.477597 
78379 ,2.599025 
78380 ,2.553863 
78381 ,2.564235 
78382 ,2.566780 
78384 ,2.561743 
78386 ,2.550059 
78387 ,2.370929 
78388 ,2.370929 
78389 ,2.379221 
78391 ,2.295524 
78392 ,2.519827 
78395 ,2.516020 
78396 ,2.487717 
78397 ,2.429416 
78398 ,2.475843 
78399 ,2.813219 
78400 ,2.278249 
78402 ,2.099207 
78403 ,2.730964 
78405 ,2.399148 
78406 ,2.651731 
78407 ,2.532569 
78408 ,3.289469 
78410 ,2.237222 
78411 ,2.461347 
78413 ,2.308268 
78415 ,2.252599 
78416 ,2.336527 
78417 ,2.122682 
78419 ,2.420971 
78420 ,2.533717 
78422 ,2.154174 
78423 ,2.200483 
78426 ,2.569195 
78428 ,2.441512 
78432 ,2.319070 
78433 ,2.431753 
78434 ,2.572993 
78436 ,2.197562 
78437 ,2.524894 
78438 ,2.474185 
78441 ,2.398032 
78443 ,2.381156 
78444 ,2.187484 
78445 ,2.413810 
78446 ,2.373078 
78447 ,2.493281 
78448 ,2.662101 
78450 ,2.604985 
78452 ,2.065009 
78455 ,2.295316 
78456 ,1.976058 
78457 ,1.858327 
78458 ,2.125359 
78459 ,1.923096 
78460 ,1.938579 
78461 ,2.020636 
78465 ,2.146769 
78466 ,2.019560 
78467 ,2.034288 
78469 ,2.005888 
78470 ,2.515786 
78471 ,2.515786 
78473 ,2.544445 
78476 ,2.286611 
78479 ,2.225215 
78480 ,2.218014 
78481 ,2.183151 
78482 ,2.233813 
78490 ,2.351542 
78492 ,2.524490 
78494 ,2.325859 
78495 ,2.098144 
78496 ,2.346760 
78497 ,2.031905 
78498 ,2.334637 
78501 ,2.535364 
78502 ,2.342669 
78503 ,2.618753 
78505 ,2.484962 
78506 ,2.569592 
78508 ,2.538930 
78509 ,2.187184 
78511 ,2.641463 
78513 ,2.567603 
78514 ,2.230658 
78515 ,2.397676 
78520 ,1.947474 
78521 ,2.531711 
78522 ,2.481049 
78523 ,2.128602 
78526 ,2.507443 
78527 ,2.079846 
78528 ,2.419058 
78532 ,2.439200 
78535 ,2.941600 
78536 ,2.840558 
78537 ,2.958354 
78540 ,2.857592 
78541 ,2.702637 
78542 ,2.545062 
78543 ,2.426699 
78544 ,2.450214 
78545 ,2.389924 
78549 ,2.218867 
78550 ,2.080458 
78551 ,2.847269 
78552 ,2.619918 
78554 ,2.590366 
78555 ,2.576788 
78556 ,2.568348 
78558 ,2.516521 
78560 ,2.445929 
78562 ,2.688921 
78563 ,2.451130 
78564 ,2.510211 
78565 ,2.574177 
78569 ,2.495772 
78570 ,2.361763 
78573 ,2.517424 
78575 ,2.797729 
78576 ,2.630005 
78577 ,2.741073 
78578 ,2.292678 
78579 ,2.375515 
78581 ,2.266818 
78582 ,2.290985 
78584 ,2.573146 
78585 ,2.187515 
78586 ,2.023684 
78587 ,2.192018 
78588 ,2.335125 
78590 ,2.413539 
78591 ,2.312346 
78592 ,2.133837 
78593 ,2.197714 
78594 ,2.225393 
78595 ,2.319091 
78597 ,2.309233 
78598 ,2.196680 
78599 ,2.439165 
78600 ,2.336109 
78601 ,2.720657 
78602 ,2.506716 
78603 ,2.584898 
78604 ,2.632291 
78605 ,2.630637 
78606 ,2.629298 
78607 ,2.537654 
78610 ,2.637855 
78612 ,2.452426 
78614 ,2.588633 
78616 ,2.326011 
78617 ,2.615517 
78618 ,2.656666 
78619 ,2.561222 
78620 ,2.522979 
78622 ,2.451814 
78624 ,2.628190 
78625 ,2.099674 
78627 ,2.647206 
78628 ,2.563976 
78629 ,1.955815 
78630 ,2.211301 
78631 ,2.358884 
78632 ,2.551634 
78634 ,2.580969 
78637 ,2.435713 
78638 ,2.487398 
78639 ,2.221246 
78640 ,2.297589 
78641 ,2.313858 
78642 ,2.528501 
78643 ,2.567265 
78644 ,2.284673 
78645 ,2.376406 
78646 ,2.308640 
78647 ,2.375994 
78648 ,2.340495 
78649 ,2.007817 
78651 ,2.327148 
78652 ,2.315217 
78653 ,2.357080 
78654 ,2.459114 
78657 ,2.532739 
78658 ,2.368078 
78659 ,2.348156 
78660 ,2.633907 
78661 ,2.408919 
78662 ,2.412580 
78663 ,2.440661 
78665 ,2.372767 
78666 ,2.379540 
78667 ,2.475288 
78668 ,2.468383 
78669 ,2.701519 
78671 ,2.429818 
78672 ,2.429818 
78673 ,2.516914 
78674 ,2.715856 
78675 ,2.834263 
78676 ,3.091074 
78677 ,2.496480 
78678 ,2.167579 
78679 ,2.250714 
78680 ,2.273509 
78681 ,2.263771 
78682 ,2.350871 
78683 ,2.177244 
78685 ,2.438504 
78686 ,2.545421 
78687 ,2.570044 
78688 ,2.529624 
78691 ,2.333807 
78694 ,2.184120 
78701 ,2.194636 
78702 ,2.543633 
78703 ,2.698253 
78705 ,2.483280 
78706 ,2.637355 
78707 ,2.553643 
78710 ,2.591169 
78712 ,2.812329 
78713 ,2.231618 
78715 ,2.224915 
78716 ,2.331783 
78717 ,2.324689 
78718 ,2.343643 
78719 ,2.275368 
78720 ,2.486443 
78721 ,2.362547 
78722 ,2.436998 
78723 ,2.633457 
78724 ,2.478106 
78725 ,2.713060 
78726 ,2.246244 
78727 ,2.370269 
78730 ,2.424711 
78731 ,2.560253 
78732 ,1.982792 
78734 ,2.793828 
78737 ,2.515919 
78738 ,2.843929 
78740 ,2.431696 
78741 ,2.388092 
78745 ,2.376038 
78746 ,2.414344 
78748 ,2.540371 
78749 ,2.310348 
78751 ,2.564285 
78752 ,2.468729 
78753 ,2.657554 
78755 ,2.638286 
78756 ,2.646136 
78757 ,2.314600 
78761 ,2.783560 
78762 ,2.435507 
78763 ,2.496076 
78764 ,2.177156 
78765 ,1.996229 
78766 ,1.861139 
78767 ,1.832748 
78769 ,2.813912 
78770 ,2.801512 
78772 ,2.828523 
78773 ,2.744851 
78774 ,2.773418 
78775 ,2.509862 
78779 ,2.833265 
78781 ,2.442780 
78782 ,2.393748 
78784 ,2.404488 
78786 ,2.377838 
78787 ,2.237669 
78788 ,1.903638 
78789 ,2.399270 
78792 ,2.427723 
78793 ,2.321108 
78794 ,2.273523 
78797 ,2.298636 
78798 ,2.133632 
78799 ,2.339341 
78800 ,2.525986 
78801 ,2.354706 
78802 ,2.471971 
78803 ,2.148642 
78804 ,2.418229 
78806 ,2.345536 
78807 ,2.489861 
78810 ,2.821077 
78812 ,2.715248 
78813 ,2.615955 
78814 ,2.700197 
78816 ,2.898495 
78817 ,2.837186 
78823 ,2.776545 
78825 ,2.618296 
78826 ,2.145000 
78829 ,2.153670 
78831 ,2.480953 
78832 ,2.305779 
78833 ,2.834189 
78834 ,2.509947 
78835 ,2.181667 
78836 ,2.316144 
78837 ,2.427392 
78839 ,2.408915 
78840 ,2.324143 
78841 ,2.296294 
78843 ,2.334899 
78844 ,2.401343 
78845 ,2.093784 
78848 ,2.303847 
78849 ,2.357529 
78851 ,2.281212 
78852 ,2.643287 
78853 ,2.413156 
78854 ,2.411186 
78859 ,2.208035 
78860 ,2.280119 
78861 ,2.184409 
78862 ,2.184849 
78863 ,2.547575 
78865 ,2.305549 
78867 ,2.512321 
78869 ,2.620308 
78870 ,2.551498 
78872 ,2.549007 
78875 ,2.710392 
78877 ,2.791955 
78879 ,2.710737 
78880 ,2.387450 
78881 ,2.393675 
78882 ,2.423204 
78883 ,2.489837 
78884 ,2.518865 
78886 ,2.365964 
78887 ,2.407491 
78888 ,2.289385 
78890 ,2.645904 
78892 ,2.902565 
78894 ,3.007821 
78895 ,2.593792 
78896 ,2.238950 
78898 ,2.699368 
78899 ,2.407738 
78900 ,2.253183 
78901 ,2.444393 
78902 ,2.395520 
78904 ,2.422689 
78907 ,2.298982 
78910 ,2.477919 
78911 ,2.484998 
78912 ,2.064055 
78916 ,1.997205 
78917 ,2.230867 
78918 ,1.843315 
78919 ,2.190691 
78924 ,2.414778 
78927 ,2.410018 
78930 ,2.547709 
78931 ,2.286452 
78933 ,2.448033 
78934 ,2.286452 
78936 ,2.573320 
78937 ,2.497639 
78939 ,2.259784 
78941 ,2.524535 
78943 ,2.163693 
78945 ,2.712380 
78947 ,2.347368 
78948 ,2.368898 
78950 ,2.385288 
78951 ,2.180641 
78953 ,2.404014 
78954 ,1.975104 
78956 ,2.281581 
78959 ,2.320290 
78960 ,2.320290 
78962 ,2.200207 
78963 ,2.210679 
78964 ,2.707226 
78965 ,2.085229 
78966 ,2.454174 
78970 ,2.104547 
78972 ,2.141621 
78973 ,2.241844 
78974 ,2.086755 
78975 ,2.092900 
78977 ,2.242239 
78979 ,2.569503 
78980 ,2.816370 
78981 ,2.355598 
78982 ,2.900793 
78984 ,2.730639 
78985 ,2.523671 
78988 ,2.427691 
78989 ,3.000234 
78990 ,3.002382 
78991 ,2.804730 
78994 ,2.262375 
78995 ,2.403240 
78996 ,1.936642 
78997 ,2.392613 
78999 ,2.413477 
79001 ,2.473386 
79002 ,2.455577 
79003 ,2.207290 
79004 ,2.624302 
79005 ,2.125422 
79006 ,2.482208 
79007 ,2.533117 
79008 ,2.443709 
79012 ,2.417485 
79013 ,2.433656 
79015 ,2.361410 
79016 ,2.263115 
79017 ,2.151186 
79019 ,2.659700 
79021 ,2.287672 
79022 ,2.432108 
79023 ,2.253986 
79027 ,2.306104 
79028 ,2.030316 
79029 ,2.489608 
79033 ,2.353137 
79037 ,2.412096 
79038 ,2.275824 
79040 ,2.325028 
79041 ,2.361712 
79043 ,2.542305 
79046 ,2.292595 
79047 ,2.250632 
79048 ,2.207481 
79050 ,2.329317 
79052 ,2.267478 
79053 ,2.253635 
79054 ,2.034615 
79055 ,2.160150 
79058 ,2.108851 
79059 ,2.177862 
79061 ,2.359867 
79062 ,2.096821 
79063 ,2.378701 
79064 ,2.617207 
79066 ,2.271332 
79068 ,2.168613 
79069 ,2.484658 
79070 ,2.352714 
79071 ,2.775112 
79073 ,2.369285 
79076 ,2.473889 
79077 ,2.010057 
79078 ,2.056867 
79080 ,2.370932 
79083 ,2.374043 
79084 ,2.548609 
79085 ,2.378242 
79086 ,2.161952 
79087 ,2.380193 
79090 ,2.505343 
79091 ,2.404668 
79093 ,2.484827 
79094 ,2.422609 
79095 ,2.304703 
79096 ,2.203794 
79097 ,2.275659 
79098 ,2.156878 
79099 ,2.553396 
79100 ,2.302945 
79101 ,2.223672 
79102 ,2.580259 
79104 ,2.453239 
79105 ,2.845145 
79106 ,2.167631 
79107 ,1.997125 
79110 ,2.139621 
79112 ,2.224045 
79113 ,2.397722 
79116 ,2.274807 
79117 ,2.282760 
79118 ,2.397960 
79119 ,2.166151 
79121 ,2.527720 
79122 ,2.514546 
79123 ,2.284078 
79124 ,2.506969 
79126 ,2.358700 
79128 ,2.373514 
79129 ,1.838665 
79130 ,2.325659 
79132 ,2.202717 
79133 ,2.524535 
79134 ,2.163693 
79139 ,2.237329 
79140 ,2.316307 
79141 ,2.055965 
79142 ,2.342491 
79146 ,2.716583 
79148 ,2.700830 
79150 ,2.695701 
79151 ,2.895873 
79152 ,2.710112 
79153 ,2.612991 
79156 ,2.324620 
79157 ,2.510828 
79158 ,2.204712 
79159 ,2.529085 
79160 ,2.380394 
79161 ,2.704489 
79163 ,2.556833 
79164 ,2.470883 
79166 ,2.439949 
79167 ,2.610569 
79168 ,2.229300 
79172 ,2.509310 
79174 ,2.384216 
79175 ,2.444319 
79179 ,2.433187 
79180 ,2.655753 
79184 ,2.681440 
79186 ,2.391980 
79188 ,2.173974 
79189 ,2.245100 
79190 ,2.338564 
79191 ,2.173621 
79193 ,2.548247 
79194 ,2.719384 
79195 ,2.392639 
79196 ,2.719622 
79198 ,2.504978 
79201 ,2.528576 
79202 ,2.802220 
79203 ,2.189305 
79205 ,2.357626 
79206 ,2.608876 
79207 ,2.687858 
79212 ,2.520148 
79214 ,2.606802 
79215 ,2.381054 
79217 ,2.584551 
79218 ,2.575143 
79219 ,2.549223 
79220 ,2.455596 
79221 ,2.530672 
79222 ,2.495653 
79223 ,2.353506 
79226 ,2.396706 
79228 ,2.402132 
79230 ,2.438568 
79231 ,2.248814 
79232 ,2.341607 
79233 ,2.323229 
79235 ,2.516937 
79236 ,2.696204 
79237 ,2.329225 
79238 ,2.531085 
79239 ,2.408755 
79241 ,2.761085 
79242 ,2.459151 
79244 ,2.516790 
79245 ,2.558424 
79247 ,2.357562 
79248 ,2.376671 
79251 ,2.232119 
79254 ,2.484226 
79255 ,2.579504 
79257 ,2.442456 
79258 ,2.660286 
79259 ,2.535364 
79261 ,2.440583 
79262 ,2.532454 
79264 ,2.258609 
79265 ,2.201532 
79266 ,2.292158 
79267 ,2.293974 
79268 ,2.239326 
79269 ,2.343846 
79270 ,2.343743 
79271 ,2.310593 
79273 ,2.844564 
79274 ,2.699095 
79275 ,2.306579 
79278 ,2.133760 
79279 ,1.967190 
79280 ,2.585593 
79281 ,2.373975 
79282 ,2.180940 
79285 ,2.502137 
79286 ,2.294890 
79287 ,2.340314 
79290 ,2.592588 
79291 ,2.344284 
79293 ,2.431177 
79294 ,2.431177 
79295 ,2.412935 
79297 ,2.440229 
79298 ,2.721820 
79299 ,2.567019 
79300 ,2.563183 
79301 ,2.235155 
79302 ,2.492920 
79305 ,2.746816 
79306 ,2.426074 
79309 ,2.399936 
79310 ,2.897681 
79311 ,2.917048 
79312 ,2.691569 
79314 ,2.617959 
79315 ,2.259156 
79319 ,2.522551 
79320 ,2.232822 
79322 ,2.825377 
79324 ,2.550344 
79325 ,2.437136 
79329 ,2.201576 
79332 ,2.136732 
79333 ,1.922417 
79335 ,2.185449 
79336 ,2.197626 
79337 ,2.410514 
79338 ,2.188173 
79339 ,2.266154 
79340 ,2.268471 
79342 ,2.186292 
79343 ,2.405856 
79344 ,2.344059 
79345 ,2.600600 
79347 ,2.126506 
79350 ,1.999408 
79353 ,2.154035 
79354 ,2.063640 
79355 ,2.424014 
79356 ,2.208048 
79358 ,2.426922 
79360 ,2.280053 
79361 ,2.392937 
79363 ,2.077955 
79366 ,2.234768 
79367 ,2.508795 
79368 ,2.247149 
79369 ,2.517173 
79370 ,2.605647 
79371 ,2.273014 
79372 ,2.191797 
79373 ,2.511305 
79376 ,2.099274 
79378 ,2.298363 
79380 ,2.481790 
79382 ,2.162993 
79383 ,2.376937 
79384 ,2.817950 
79385 ,2.599384 
79387 ,2.527852 
79388 ,2.338249 
79389 ,2.476137 
79390 ,2.705759 
79391 ,2.526792 
79392 ,2.194432 
79393 ,2.514303 
79394 ,2.425270 
79395 ,2.558353 
79396 ,2.392132 
79400 ,2.372244 
79401 ,2.553748 
79402 ,2.143041 
79403 ,2.162259 
79404 ,2.178678 
79405 ,2.191987 
79406 ,2.211884 
79407 ,2.321767 
79410 ,2.104208 
79411 ,2.908092 
79413 ,2.652910 
79414 ,2.949853 
79415 ,2.911644 
79416 ,2.734915 
79417 ,2.141667 
79421 ,2.501768 
79422 ,2.291731 
79424 ,2.430970 
79427 ,2.573312 
79428 ,2.202681 
79429 ,2.565751 
79430 ,2.192775 
79432 ,2.454772 
79435 ,2.354542 
79436 ,2.326020 
79437 ,2.502979 
79440 ,2.569671 
79441 ,2.631110 
79442 ,2.611255 
79446 ,2.459558 
79447 ,2.459558 
79448 ,2.463935 
79449 ,2.307987 
79451 ,2.455564 
79454 ,2.339020 
79455 ,2.505165 
79458 ,2.409525 
79459 ,2.417924 
79460 ,2.156159 
